Guidance_ID,Guidance_Description,Control_ID,Control_Description
FUNC-0000001438,"Suppliers should be required to have fit-for-purpose cyber security policies & standards in place, deployed monitored, reviewed and approved.",CTRL-0000001171,"Supplier agreements shall be established and documented with suppliers of all IT/OT solutions and/or services for the Company business use, via the Company standard procurement practices. These agreements shall include the relevant Company’s cyber security and legal & regulatory requirements."
FUNC-0000001439,"Suppliers should be required to perform background checks for personnel, who are directly supporting Company, prior to commencement of the services.",CTRL-0000001171,"Supplier agreements shall be established and documented with suppliers of all IT/OT solutions and/or services for the Company business use, via the Company standard procurement practices. These agreements shall include the relevant Company’s cyber security and legal & regulatory requirements."
FUNC-0000001442,"Suppliers should be required to provide all personnel working under the contract with cyber security awareness education, and training on their cyber security policies and standards, on an annual basis.",CTRL-0000001171,"Supplier agreements shall be established and documented with suppliers of all IT/OT solutions and/or services for the Company business use, via the Company standard procurement practices. These agreements shall include the relevant Company’s cyber security and legal & regulatory requirements."
FUNC-0000001025,"Suppliers should be required to report to the Company immediately upon detection, any cyber security incidents impacting the Company System Assets.",CTRL-0000001174,"There shall be integration between outsource/Cloud Service Providers (CSP's) and the Company's cyber security incident management process, in order to ensure effective management of cyber security incidents related to System Assets rated as having SEVERE business impact in terms of Confidentiality, Integrity, and/or Availability."
FUNC-0000001444,"Suppliers who are/will be accessing Company’ information and systems should be bound by Non-Disclosure Agreements to keep Company information confidential, and to only use System Assets for the business purposes stated in the contract.",CTRL-0000001171,"Supplier agreements shall be established and documented with suppliers of all IT/OT solutions and/or services for the Company business use, via the Company standard procurement practices. These agreements shall include the relevant Company’s cyber security and legal & regulatory requirements."
FUNC-0000001450,Supply chain agreements between Cloud Service Providers (CSPs) and Common Service Centers (CSCs) should be reviewed at least annually.,CTRL-0000001171,"Supplier agreements shall be established and documented with suppliers of all IT/OT solutions and/or services for the Company business use, via the Company standard procurement practices. These agreements shall include the relevant Company’s cyber security and legal & regulatory requirements."
FUNC-0000001271,System and application communication with other systems/applications should be identified and communications security requirements should be defined and incorporated in the design phase.,CTRL-0000001386,"Guidance on principles, practices & techniques for secure System Assets design, shall be provided, based on industry best practices for common models & platforms."
FUNC-0000001259,"System Assets decommissioning should be planned and communicated to users, application owners and Head of Entity.",CTRL-0000001506,"System Assets decommissioning should be planned appropriately, to ensure proper management of data and user access per Records Management Standards & Guidelines, and data recoverability requirements."
FUNC-0000001270,System Assets should be designed with logging and auditing capabilities which meet the cyber security logging & monitoring requirements laid out in this Controls Standard.,CTRL-0000001386,"Guidance on principles, practices & techniques for secure System Assets design, shall be provided, based on industry best practices for common models & platforms."
FUNC-0000001105,System components that store cardholder data are not directly accessible from untrusted networks.,CTRL-0000001425,"A network segmentation architecture shall be established, documented and implemented for the Company IT/OT networks."
FUNC-0000001377,System event log collection processes should be periodically checked to ensure they are continuing to collect event data as expected.,CTRL-0000001050,System event logging shall be enabled on IT and OT System Assets.
FUNC-0000001373,System event logs should be backed up in accordance with the frequency defined in the backup process.,CTRL-0000001050,System event logging shall be enabled on IT and OT System Assets.
FUNC-0000001374,"System event logs should be protected from unauthorised access, modification and deletion.",CTRL-0000001050,System event logging shall be enabled on IT and OT System Assets.
FUNC-0000001371,System event logs should be stored and retained as per the retention requirements.,CTRL-0000001050,System event logging shall be enabled on IT and OT System Assets.
FUNC-0000001369,System event logs should be timestamped and synchronised (e.g.to a synchronised NTP time server).,CTRL-0000001050,System event logging shall be enabled on IT and OT System Assets.
FUNC-0000001277,"System files should be prevented from unauthorised access, modification or deletion.",CTRL-0000001034,Source code shall be protected against unauthorised access or change.
FUNC-0000001184,"System tuning, and monitoring should be applied to ensure, and wherever possible, improve the availability and efficiency of System Assets.",CTRL-0000001030,"Capacity resources shall be monitored and reported for System Assets rated as having SEVERE or MAJOR business impact in terms of Availability, to ascertain their adequacy in maintaining availability, and to prevent misuse. The usage capacity monitoring shall include system memory storage and network utilisation."
FUNC-0000001124,"Temporary or guest accounts on the guest wireless network should be allowed only for a maximum of 5 days. In case of extension, the authoriser should create a new account.",CTRL-0000001421,"Wireless connectivity in the Company IT networks shall be securely designed and implemented, in order to ensure proper authentication, segregation, and data security."
FUNC-0000001122,Temporary users or guest users should be able to connect only through the guest wireless network and should be authenticated using the pre-assigned user credentials.,CTRL-0000001421,"Wireless connectivity in the Company IT networks shall be securely designed and implemented, in order to ensure proper authentication, segregation, and data security."
FUNC-0000001044,"Test accounts should not be created in, or migrated to the Production environment.",CTRL-0000001008,"Test accounts shall be strictly controlled, in order to avoid risks of compromise, or impact on Production systems."
FUNC-0000001046,"Test accounts should only be valid and present during testing phases, and should be subsequently removed.",CTRL-0000001008,"Test accounts shall be strictly controlled, in order to avoid risks of compromise, or impact on Production systems."
FUNC-0000001332,"Test results should be documented and analysed, and any issues identified should be investigated and rectified.",CTRL-0000001391,"Backup restoration shall be tested as per schedule, where defined in the backup & restore plan."
FUNC-0000001230,"The ""save password"" feature should not be enabled for access to Company email, VPN Clients, or Company applications/services accessed from the Mobile Device.",CTRL-0000001390,"The Company information accessed from, and stored in Mobile Devices shall be protected through a combination of device registration & authentication, access control, device-hardening in line with the Company End-point platform cyber security technical baselines, user awareness, and physical security controls."
FUNC-0000001887,The application product supplier should qualify and document which protection from malicious code mechanisms are compatible with the application and note any special configuration requirements.,CTRL-0000001161,"KEY CONTROL - SR 3.2 - The control system shall provide the capability to employ protection mechanisms to prevent, detect, report and mitigate the effects of malicious code or unauthorized software. The control system shall provide the capability to update the protection mechanisms."
FUNC-0000001877,"The application should provide the capability to enforce a security policy that allows the device to control execution of mobile code based on the results of an authenticity check
prior to the code being executed.",CTRL-0000001165,SR 2.4 RE 1 - The control system shall provide the capability to verify integrity of the mobile code before allowing code execution.
FUNC-0000001686,"The authenticators on which the component rely shall be protected via hardware mechanisms.
EXAMPLE: Password protected memory, OTP memory, hardware data integrity checks, and device security boot
mechanism",CTRL-0000001078,"SR 1.5 RE 1 - For software process and device users, the control system shall provide the capability to protect the relevant authenticators via hardware mechanisms."
FUNC-0000001320,The backup logs should be maintained in the backup solution.,CTRL-0000001040,Data backups shall be performed as per the backup plan agreed with the business/application/service owners.
FUNC-0000001315,The backup plan should be reviewed annually to ensure it remains effective.,CTRL-0000001296,"Data backup and restoration plans shall be created, reviewed, and maintained, to ensure it continues to address the identified requirements."
FUNC-0000001321,The backup solution should provide capabilities to perform data backup without affecting normal planned operations.,CTRL-0000001040,Data backups shall be performed as per the backup plan agreed with the business/application/service owners.
FUNC-0000001115,The border router Access Control Lists (ACLs) should be configured to restrict certain types of network traffic to and from the DMZ.,CTRL-0000001424,"DMZ's shall be securely configured between the Company internal IT network and the Internet, in order to provide a safe environment for internet-accessible System Assets."
FUNC-0000001480,The card verification code or value (three-digit or four-digit number printed on the front or back of a payment card used to verify card-not-present transactions) should not be stored after authorization.,CTRL-0000001170,"Payment Card data shall be treated as CONFIDENTIAL, and duly protected in line with PCI-DSS, except for Primary Account Number (PAN) which shall be treated as SECRET and duly encrypted and protected.  In accordance with PCI-DSS, payment card PIN and password information shall NOT be stored."
FUNC-0000001290,"The Change Requestor should identify the potential impact, risk and priority of the change.",CTRL-0000001038,"Changes to IT System Assets shall be formally requested, planned, approved and initiated. Changes to OT assets shall be as per the site's MOC procedures and guidelines and the PTW system of the facility."
FUNC-0000001011,The Company should retain documented information as evidence of the results of management reviews.,CTRL-0000001472,"The Company's ISMS components shall be reviewed by management at planned intervals to ensure their continuing suitability, adequacy and effectiveness."
FUNC-0000001051,The corresponding modification request should support the role change with appropriate justification for granting or modification of access.,CTRL-0000001014,"In the case of a change in role or access requirement, an access modification request shall be raised and actioned."
FUNC-0000001094,"The corresponding modification request should support the role change, with appropriate justification for granting or modification of access.",CTRL-0000001022,"Changes in user access, through modifications of roles or permissions, shall be properly controlled."
FUNC-0000001151,"The Cyber Security Awareness & Training Programme should aim to provide a clear understanding of the personal accountability of Employees &Contractors for actions and inactions, and general responsibilities towards securing or protecting Company information and assets.",CTRL-0000001410,A Cyber Security Awareness & Training Programme shall be designed and applied for all Company Employees and Contractors.
FUNC-0000001149,"The Cyber Security Awareness & Training Programme should incorporate awareness of cyber security responsibilities, desired secure behaviours, and compliance with laws, standards and regulations that are applicable within the cyber security domain.",CTRL-0000001410,A Cyber Security Awareness & Training Programme shall be designed and applied for all Company Employees and Contractors.
FUNC-0000001307,"The data backup & restore plan should include data to be backed up, owner, location, recovery point objectives, system criticality, frequency of backup (daily, weekly, monthly) and the type of backup (differential, incremental, full).",CTRL-0000001296,"Data backup and restoration plans shall be created, reviewed, and maintained, to ensure it continues to address the identified requirements."
FUNC-0000001335,The data owner should be responsible and accountable for defining the data retention schedule.,CTRL-0000001044,Backup information shall be retained based on the backup & restore plan.
FUNC-0000001247,The default platform build image should be stored in backup for recovery.,CTRL-0000001426,Databases & middleware platforms shall be hardened in accordance with the defined specifications and should be incorporated into the Vulnerability Management processes & tooling.
FUNC-0000001216,The default system or device image should be stored in backup for recovery.,CTRL-0000001031,End-points shall be hardened in accordance with the defined specifications.
FUNC-0000001108,The disclosure of internal IP addresses and routing information is limited to only authorized parties.,CTRL-0000001425,"A network segmentation architecture shall be established, documented and implemented for the Company IT/OT networks."
FUNC-0000001113,The DMZ should be created by placing firewalls between Company’s border router and its internal network.,CTRL-0000001424,"DMZ's shall be securely configured between the Company internal IT network and the Internet, in order to provide a safe environment for internet-accessible System Assets."
FUNC-0000001128,The DNS registered domains should be locked by the IaaS/PaaS CSP to avoid any unauthorised transfers to another domain register.,CTRL-0000001171,"Supplier agreements shall be established and documented with suppliers of all IT/OT solutions and/or services for the Company business use, via the Company standard procurement practices. These agreements shall include the relevant Company’s cyber security and legal & regulatory requirements."
FUNC-0000001895,The embedded device should be capable of automatically providing notification to a configurable set of recipients upon discovery of an attempt to make an unauthorized physical access. All notifications of tampering should be logged as part of the overall audit logging function.,CTRL-0000001102,SR 3.1 - The control system shall provide the capability to protect the integrity of transmitted information.
FUNC-0000001893,The embedded device should provide tamper resistance and detection mechanisms to protect against unauthorized physical access into the device.,CTRL-0000001116,"SR 3.4 - The control system shall provide the capability to detect, record, report and protect against unauthorized changes to software and information at rest."
FUNC-0000001878,The embedded device should provide the capability to enforce a security policy that allows the device to control execution of mobile code based on the results of an authenticity check prior to the code being executed.,CTRL-0000001165,SR 2.4 RE 1 - The control system shall provide the capability to verify integrity of the mobile code before allowing code execution.
FUNC-0000001890,The embedded device should provide the capability to protect from installation and execution of unauthorized software.,CTRL-0000001161,"KEY CONTROL - SR 3.2 - The control system shall provide the capability to employ protection mechanisms to prevent, detect, report and mitigate the effects of malicious code or unauthorized software. The control system shall provide the capability to update the protection mechanisms."
FUNC-0000001892,The embedded device should support the ability to be updated and upgraded.,CTRL-0000001116,"SR 3.4 - The control system shall provide the capability to detect, record, report and protect against unauthorized changes to software and information at rest."
FUNC-0000001894,The embedded device should validate the authenticity and integrity of any software update or upgrade prior to installation.,CTRL-0000001116,"SR 3.4 - The control system shall provide the capability to detect, record, report and protect against unauthorized changes to software and information at rest."
FUNC-0000001300,"The Emergency Change Advisory Board (ECAB) should convene on an as-needed basis to approve Emergency changes based on urgency, risk and impact.",CTRL-0000001038,"Changes to IT System Assets shall be formally requested, planned, approved and initiated. Changes to OT assets shall be as per the site's MOC procedures and guidelines and the PTW system of the facility."
FUNC-0000001006,"The following roles should be defined with respect to data handling:
a. Data Owner (accountable for classification and controls)
b. Data Custodian (responsible for control implementation)
c. Data User (responsible for adhering to policies, standards, & guidelines for protecting the data)",CTRL-0000001485,"Data ownership, management, processing, and handling roles & responsibilities shall be identified, defined and communicated (e.g. via a published RACI model)."
FUNC-0000001308,"The following should be considered, when scoping & designing the data backup solution for the information asset:
a. All data and software essential to the continued operation, as well as all data that should be maintained for legal and regulatory purposes. 
b. Backup should be hardware independent so that backups can be restored on different hardware
c. All supporting data required to process backup and restoration activity. This includes but is not limited to programs, control files, install files, operation system images and software images.
d. Applications (including middleware, such as an OPC tunneller), full server or VM snapshot, essential folders, databases, log files, configuration files and software licenses/keys.
e. Non-standard file types; e.g. network device settings, PCS controller settings (e.g. tuning parameters, set points, alarm setpoints) and field instrumentation parameters, wherever applicable. 
f. Other files, identified by the asset owner and supplier, required to create a complete backup of the supplier’s system.",CTRL-0000001385,Design of data backup and recovery solutions shall be approved by the appointed CS architectural authorities for IT domain. Additional approval shall be obtained from the Company’s appointed technical authority for OT.
FUNC-0000001477,"The full contents of any track (from the magnetic stripe located on the back of a card, equivalent data contained on a chip, or elsewhere) should not be stored after authorization.",CTRL-0000001170,"Payment Card data shall be treated as CONFIDENTIAL, and duly protected in line with PCI-DSS, except for Primary Account Number (PAN) which shall be treated as SECRET and duly encrypted and protected.  In accordance with PCI-DSS, payment card PIN and password information shall NOT be stored."
FUNC-0000001009,"The Group BCM strategy should consider at least the following, with respect to System Assets:
a. Meet the specified RTO and RPO
b. Data Centre (DC) location 
c. Assessment of vendors, third party services, and contracts/SLA's
d. Scenarios covering cyber security threats and the associated risks
e. Technology used (End-points, network devices, storage, etc.)
f. Data backup (devices, media, etc.)
g. Insurance based on business requirement to transfer risk.",CTRL-0000001475,The Company’s business continuity strategy and plans should reflect requirements for DR Plans for System Assets rated as having SEVERE or MAJOR business impact with respect to Availability.
FUNC-0000001269,The guidance should include secure network design principles.,CTRL-0000001386,"Guidance on principles, practices & techniques for secure System Assets design, shall be provided, based on industry best practices for common models & platforms."
FUNC-0000001268,"The guidance should require that designs adhere to the ""Principle of Least Privilege"", to ensure that access control models only provide rights and privileges that are absolutely required.",CTRL-0000001386,"Guidance on principles, practices & techniques for secure System Assets design, shall be provided, based on industry best practices for common models & platforms."
FUNC-0000001266,The guidance should require that functional and detailed design specifications include cyber security requirements and development practices.,CTRL-0000001386,"Guidance on principles, practices & techniques for secure System Assets design, shall be provided, based on industry best practices for common models & platforms."
FUNC-0000001889,The host device should automatically report the software and file versions of protection from malicious code in use (as part of overall logging function).,CTRL-0000001161,"KEY CONTROL - SR 3.2 - The control system shall provide the capability to employ protection mechanisms to prevent, detect, report and mitigate the effects of malicious code or unauthorized software. The control system shall provide the capability to update the protection mechanisms."
FUNC-0000001879,"The host device should provide the capability to enforce a security policy that allows the device to control execution of mobile code based on the results of an authenticity check
prior to the code being executed.",CTRL-0000001165,SR 2.4 RE 1 - The control system shall provide the capability to verify integrity of the mobile code before allowing code execution.
FUNC-0000001474,"The IaaS/PaaS CSP's solution should use an industry-recognised, hardened virtualisation platform and standard virtualisation formats (e.g. OVF) to help ensure interoperability, and should have documented custom changes made to any hypervisor in use and all solution-specific virtualisation hooks available for customer review.",CTRL-0000001186,"IT network device security shall be ensured through implementation of hardening specifications approved by the appointed CS architectural authorities, in combination with secure technical configuration & documented management processes, including firewall configuration and rule-set management."
FUNC-0000001427,"The Incident logged ticket should consist of at-least, but not limited to, the following details:
a. Contact information for the incident 
b. Date and time for incident occurred and reported
c. Type and description of the incident.
d. Location of the incident",CTRL-0000001340,Cyber security event/incident logging shall capture necessary data to facilitate immediate initial assessment and triage.
FUNC-0000001183,The incident should be reported to the local police for Company assets.,CTRL-0000001398,"Loss or theft of any Company asset, or a BYOD asset containing Company's data, shall be reported as a cyber security incident and managed via the Cyber Security Incident Management Procedure. This shall be incorporated into the Cyber Security awareness programme."
FUNC-0000001194,"The individual Data Subjects should be provided with notice & choice (opt-in and verify that their personal data has been obtained lawfully and is relevant for the stated purposes, plus right to opt-out). The notice should provide information regarding processing purpose, data retention, non-disclosure & security assurances from the Data User.",CTRL-0000001003,Personal Data and Sensitive Personal Data shall be collected in compliance with applicable data privacy laws.
FUNC-0000001193,The individual should be provided with the mechanism to withdraw consent from processing personal data.,CTRL-0000001003,Personal Data and Sensitive Personal Data shall be collected in compliance with applicable data privacy laws.
FUNC-0000001117,The internal IP addresses should be hidden from external networks.,CTRL-0000001418,"Secure network routing controls shall be established at the boundaries between the Company IT network and external networks, based on source and destination address checking mechanisms."
FUNC-0000001000,"The inventory of all the Company-managed Physical System Assets (e.g. workstations, servers, Mobile Devices, network switches, routers, firewalls, DCS, PLCs etc.),  should be maintained using an automated asset management tool, or via manual registration (for standalone assets or other assets unreachable by network-based tooling) and kept up-to-date.",CTRL-0000001494,"Inventories of all Physical Assets shall be maintained, and periodically reviewed for accuracy & completeness."
FUNC-0000001003,"The inventory of all the Company-managed System Assets (e.g. software, virtual software instances, Production VMs, IaaS instances etc.) should be maintained using an asset management tool, and kept up-to-date.",CTRL-0000001495,"Inventories of all the Company-managed Logical System Assets shall be maintained, and periodically reviewed for accuracy & completeness."
FUNC-0000001004,"The inventory of all Third Party, external System Assets used by Company (e.g. SaaS instances) should be maintained using an asset management tool & kept up-to-date.",CTRL-0000001489,"Inventories of all Third-Party-managed Logical System Assets used by  the Company shall be maintained, and periodically reviewed for accuracy & completeness."
FUNC-0000001001,The label on the system should be legible and should not detach easily.,CTRL-0000001493,All Physical Assets shall be labelled and tagged so that they can be uniquely identified and tracked.
FUNC-0000001008,"The management review of ISMS components should include consideration of: 
a) the status of actions from previous management reviews
b) changes in external and internal issues that are relevant to the ISMS
c) feedback on the IS performance, including trends in measurement results, non-conformities and corrective actions.
d) audit results
e) fulfilment of IS objectives (e.g. against KPSs/KRIs)
f) feedback from interested parties
g) results of risk assessment and status of risk treatment plan
h) opportunities for continual improvement.",CTRL-0000001472,"The Company's ISMS components shall be reviewed by management at planned intervals to ensure their continuing suitability, adequacy and effectiveness."
FUNC-0000001265,"The methodology should incorporate code reviews at appropriate points in the development lifecycle, ensure code is developed according to secure coding guidelines",CTRL-0000001190,"A Secure System Development Life Cycle methodology shall be developed, deployed and maintained (e.g. DevSecOps), and shall be kept up-to-date to reflect and cater for new and emerging application platforms. All developments at the Company shall follow the chosen methodology."
FUNC-0000001141,"The minimum password age should be one (1) day, and maximum password age should be 365 days for Company domain login (excluding nominated systems approved by CS architectural authorities). IT (Windows) Service account passwords should not expire (to avoid potential operational disruption), but the passwords should be reviewed annually, and changed.",CTRL-0000001181,"All accounts used to access System Assets shall be securely configured, with strong passwords implemented as defined by the appointed CS architectural authorities for each technology domain."
FUNC-0000001100,"The network architecture should incorporate the use of boundary routers, switches, and firewalls, with restrictive access control lists and rule-sets to implement appropriate segmentation.  Examples of available firewalls include packet-filtering firewalls, circuit-level gateways, stateful inspection firewalls, application-level gateways (a.k.a. proxy firewalls).",CTRL-0000001425,"A network segmentation architecture shall be established, documented and implemented for the Company IT/OT networks."
FUNC-0000001918,"The network component should provide the capability to deny network traffic by default and allow network traffic by exception (also termed deny all, permit by exception).",CTRL-0000001100,"SR 5.2 RE 1 - The control system shall provide the capability to deny network traffic by default and allow network traffic by exception (also termed deny all, permit by exception)."
FUNC-0000001917,"The network component should provide the capability to protect against any communication through the control system boundary (also termed island mode).
NOTE: Examples of when this capability can be used include where a security violation and/or breach has been detected within the control system, or an attack is occurring at the enterprise level.",CTRL-0000001101,SR 5.2 RE 2 - The control system shall provide the capability to prevent any communication through the control system boundary (also termed island mode).
FUNC-0000001919,"The network component should provide the capability to protect against any communication through the control system boundary when there is an operational failure of the boundary protection mechanisms (also termed fail close).
NOTE: Examples of when this capability can be used include scenarios where a hardware failure or power failure causes boundary protection devices to function in a degraded mode or fail entirely.",CTRL-0000001103,SR 5.2 RE 3 - The control system shall provide the capability to prevent any communication through the control system boundary when there is an operational failure of the boundary protection mechanisms (also termed fail close). This ‘fail close’ functionality shall be designed such that it does not interfere with the operation of a SIS or other safety-related functions.
FUNC-0000001102,The network design should be reviewed and approved by Head of Cyber Security prior to implementation.,CTRL-0000001425,"A network segmentation architecture shall be established, documented and implemented for the Company IT/OT networks."
FUNC-0000001891,The network device should provide for protection from malicious code.,CTRL-0000001161,"KEY CONTROL - SR 3.2 - The control system shall provide the capability to employ protection mechanisms to prevent, detect, report and mitigate the effects of malicious code or unauthorized software. The control system shall provide the capability to update the protection mechanisms."
FUNC-0000001872,The network device should provide the capability to deny access requests via untrusted networks unless explicitly approved by an assigned role.,CTRL-0000001085,KEY CONTROL - SR 1.13 RE 1 - The control system shall provide the capability to deny access requests via untrusted networks unless approved by an assigned role.
FUNC-0000001880,The network device should provide the capability to enforce a security policy that allows the device to control execution of mobile code based on the results of an authenticity check prior to the code being executed.,CTRL-0000001165,SR 2.4 RE 1 - The control system shall provide the capability to verify integrity of the mobile code before allowing code execution.
FUNC-0000001869,"The network device should provide the capability to uniquely identify and authenticate all users (humans, software processes or devices) engaged in wireless communication.",CTRL-0000001082,"SR 1.6 RE 1 - The control system shall provide the capability to uniquely identify and authenticate all users (humans, software processes or devices) engaged in wireless communication."
FUNC-0000001871,The network device supporting device access into a network should provide the capability to monitor and control all methods of access to the network device via untrusted networks.,CTRL-0000001084,SR 1.13 - The control system shall provide the capability to monitor and control all methods of access to the control system via untrusted networks.
FUNC-0000001109,"The network management procedures should cover the management of Network Access Control Devices (NACD's - e.g. border routers, and network firewalls),  and should provide the steps, roles and responsibilities for secure logical management of the network.",CTRL-0000001420,"Secure-by-design concept shall be applied to the design, management, and operation of the Company enterprise IT network, including documented network management guidelines & procedures."
FUNC-0000001010,The outputs of the management review should include decisions related to continual improvement opportunities and any needs for changes to the ISMS.,CTRL-0000001472,"The Company's ISMS components shall be reviewed by management at planned intervals to ensure their continuing suitability, adequacy and effectiveness."
FUNC-0000001040,The password should be changed following completion of emergency activities.,CTRL-0000001011,"Emergency accounts shall only be used when access to privileged accounts is unavailable, and shall be strictly controlled."
FUNC-0000001187,"The Personal Data/Sensitive Personal Data to be collected, the processing purpose, and the responsibilities of the Data User/Data Processor for securing the data, should all be clearly stated.  For clarity, only the required personal data that is necessary to be processed as mentioned in the purpose should be collected in the system.",CTRL-0000001003,Personal Data and Sensitive Personal Data shall be collected in compliance with applicable data privacy laws.
FUNC-0000001012,"The portions of the Shared Security Responsibility Model (SSRM) which the organization is responsible for should be implemented, operated and audited or assessed.",CTRL-0000001472,"The Company's ISMS components shall be reviewed by management at planned intervals to ensure their continuing suitability, adequacy and effectiveness."
FUNC-0000001479,"The Primary Account Number (PAN) should be masked when displayed (the first six and last four digits are the maximum number of digits to be displayed), such that only personnel with a legitimate business need can see more than the first six/last four digits of the PAN.",CTRL-0000001170,"Payment Card data shall be treated as CONFIDENTIAL, and duly protected in line with PCI-DSS, except for Primary Account Number (PAN) which shall be treated as SECRET and duly encrypted and protected.  In accordance with PCI-DSS, payment card PIN and password information shall NOT be stored."
FUNC-0000001047,The provisioning of the user account should be as per the defined validity of the account type.,CTRL-0000001015,"A formal user account provisioning process shall be in place, for provision of all types of accounts."
FUNC-0000001101,"The public internet network should be considered as an unmanaged,  hostile environment, and direct access between the internet and internal systems and networks should not be allowed.",CTRL-0000001425,"A network segmentation architecture shall be established, documented and implemented for the Company IT/OT networks."
FUNC-0000001448,The remote connection should be time-based. The connection should be terminated if inactive for 15 minutes.,CTRL-0000001176,"Remote access to the Company internal IT/OT networks shall be controlled to avoid the risk of external compromise, with access provided via standard, securely-managed VPN services approved by the appointed CS architectural authorities."
FUNC-0000001337,The retention schedule should include the onsite retention period and offsite retention period.,CTRL-0000001044,Backup information shall be retained based on the backup & restore plan.
FUNC-0000001096,The role change request should be supported with necessary approvals from the corresponding authoriser (e.g. System Owner).,CTRL-0000001022,"Changes in user access, through modifications of roles or permissions, shall be properly controlled."
FUNC-0000001053,The role change request should be supported with necessary approvals from the corresponding authoriser.,CTRL-0000001014,"In the case of a change in role or access requirement, an access modification request shall be raised and actioned."
FUNC-0000001082,The security of the offline media backup location(s) with cardholder data is reviewed at least once every 12 months.,CTRL-0000001297,"Secure Areas (e.g. computer rooms, secured cabinets etc.) shall be created within the Company’s premises for placing/storing System Assets that require extra physical protection/isolation. Sufficient physical barriers shall be in place to restrict entry to authorized persons only."
FUNC-0000001023,"The supplier/contracting company/CSP should make information available to the Company, regarding cyber security incidents affecting Company System Assets, and provide updates periodically through electronic methods (e.g. email, portal)",CTRL-0000001174,"There shall be integration between outsource/Cloud Service Providers (CSP's) and the Company's cyber security incident management process, in order to ensure effective management of cyber security incidents related to System Assets rated as having SEVERE business impact in terms of Confidentiality, Integrity, and/or Availability."
FUNC-0000001274,The System Assets should support non-repudiation and strong encryption.,CTRL-0000001386,"Guidance on principles, practices & techniques for secure System Assets design, shall be provided, based on industry best practices for common models & platforms."
FUNC-0000001285,The test results should be reviewed and approved by the Head of Entity.,CTRL-0000001033,Cyber security testing shall be undertaken before new or changed IT systems/applications are migrated to Production environments.
FUNC-0000001317,The three most recent full backups should be maintained at onsite and one backup copy should be sent to offsite at least quarterly.,CTRL-0000001040,Data backups shall be performed as per the backup plan agreed with the business/application/service owners.
FUNC-0000001834,The time synchronization mechanism should provide the capability to detect unauthorized alteration and cause an audit event upon alteration.,CTRL-0000001138,SR 2.11 RE 2 - The time source shall be protected from unauthorized alteration and shall cause an audit event upon alteration.
FUNC-0000001392,The use of privileged IT accounts should be monitored and reviewed.,CTRL-0000001356,"Cyber Security-related event monitoring shall be implemented for IT & OT System Assets, at least for System Assets integrated into the SIEM system."
FUNC-0000001375,"The use of removable media/storage devices (including, but not limited to thumbdrives, external hard disks memory cards, mobile phone storage, CD/DVD-RW etc.) should be blocked on all Company IT-managed Microsoft Windows laptops, desktops & servers. Any exceptions should be submitted via the Company formal request management process and supported by a valid business-related justification.",CTRL-0000001364,"Removable media or devices from an unknown source shall not be used to connect to or access to the Company’s data, systems, devices etc."
FUNC-0000001066,The use of utility programs that might be capable of overriding system and application controls should be restricted and tightly controlled.,CTRL-0000001013,"Use of privileged IT/OT accounts shall be strictly controlled, to avoid the risks of system misuse or compromize."
FUNC-0000001888,There should be mechanisms on host devices that are qualified by the IACS product supplier to provide protection from malicious code. The IACS product supplier should document any special configuration requirements related to protection from malicious code.,CTRL-0000001161,"KEY CONTROL - SR 3.2 - The control system shall provide the capability to employ protection mechanisms to prevent, detect, report and mitigate the effects of malicious code or unauthorized software. The control system shall provide the capability to update the protection mechanisms."
FUNC-0000001091,Third Party user accounts should be disabled after 30 days of inactivity and permanently deleted after 120 days of inactivity.,CTRL-0000001020,"Access by Third Parties (e.g. vendors, service providers, partner companies etc.) shall be securely managed, in order to ensure that only specifically-required access is provided for the agreed period."
FUNC-0000001390,Tools/services which have the capability to monitor Advanced Persistent Threats throughout the lifecycle should be incorporated into the Cyber Security Architecture (e.g. Threat Hunting tools/services).,CTRL-0000001356,"Cyber Security-related event monitoring shall be implemented for IT & OT System Assets, at least for System Assets integrated into the SIEM system."
FUNC-0000001922,Tracking and reporting should incorporate agreed Key Performance Indicators and Key Risk Indicators.,CTRL-0000001463,The function shall monitor security performance to ensure the ongoing effectiveness and efficiency of cyber security.
FUNC-0000001104,"Traffic between secure zones should be protected via encryption / tunneling (e.g. VPN, IPSec).",CTRL-0000001425,"A network segmentation architecture shall be established, documented and implemented for the Company IT/OT networks."
FUNC-0000001158,Training sessions and mock drills should be conducted on the physical security and safety systems.,CTRL-0000001406,Role-based skill training shall be provided to Employees & Contractors who have roles & responsibilities requiring the performing Cyber Security related activities.
FUNC-0000001385,Unauthorised email senders should be prohibited with the company IP address block.,CTRL-0000001358,"The Company email services shall be designed & implemented securely, in order to protect against SPAM and preserve message authenticity."
FUNC-0000001531,Update privacy impact assessment annually. Communicate key findings of the PIA to all system administrators supporting the operational system. Track compliance with PIA results on a continuous basis. See also GVN-07.,CTRL-0000001000,Personal Data and Sensitive Personal Data shall be managed & controlled in compliance with applicable data privacy laws.
